level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	577	921	77	19	-1	
3	1	1	1	0	0	577	921	77	19	-1	
4	1	1	1	1	0	577	921	77	19	-1	
5	1	1	1	1	1	577	921	77	19	22.119705	—
2	1	2	0	0	0	707	1094	182	40	-1	
3	1	2	1	0	0	707	1094	182	40	-1	
4	1	2	1	1	0	707	1094	182	40	-1	
5	1	2	1	1	1	707	1094	66	40	17.246559	S-
5	1	2	1	1	2	864	1103	25	31	48.345360	=.
2	1	3	0	0	0	488	942	215	256	-1	
3	1	3	1	0	0	488	942	215	256	-1	
4	1	3	1	1	0	488	942	215	256	-1	
5	1	3	1	1	1	488	942	215	256	93.378677	A
2	1	4	0	0	0	0	1209	122	91	-1	
3	1	4	1	0	0	0	1209	211	91	-1	
4	1	4	1	1	0	0	1209	122	91	-1	
5	1	4	1	1	1	0	1209	122	91	3.533936	—_
2	1	5	0	0	0	884	1138	185	126	-1	
3	1	5	1	0	0	884	1138	185	126	-1	
4	1	5	1	1	0	884	1138	185	126	-1	
5	1	5	1	1	1	884	1138	185	126	33.149521	py
2	1	6	0	0	0	540	1291	150	33	-1	
3	1	6	1	0	0	540	1291	150	33	-1	
4	1	6	1	1	0	540	1291	150	33	-1	
5	1	6	1	1	1	540	1291	150	33	22.398804	—,
2	1	7	0	0	0	0	1452	312	121	-1	
3	1	7	1	0	0	0	1452	312	121	-1	
4	1	7	1	1	0	0	1452	312	121	-1	
5	1	7	1	1	1	0	1452	312	121	32.903275	7
2	1	8	0	0	0	318	1578	449	74	-1	
3	1	8	1	0	0	318	1578	449	74	-1	
4	1	8	1	1	0	318	1578	449	74	-1	
5	1	8	1	1	1	318	1607	98	35	96.196449	your
5	1	8	1	1	2	426	1598	93	35	96.449280	face
5	1	8	1	1	3	532	1598	34	35	95.594978	is
5	1	8	1	1	4	578	1600	79	33	96.970650	You
5	1	8	1	1	5	662	1578	105	74	19.975342	lcan|
