level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	655	960	61	15	-1	
3	1	1	1	0	0	655	960	61	15	-1	
4	1	1	1	1	0	655	960	61	15	-1	
5	1	1	1	1	1	655	960	61	15	62.325806	—_:
2	1	2	0	0	0	802	1131	112	37	-1	
3	1	2	1	0	0	802	1131	112	37	-1	
4	1	2	1	1	0	802	1131	112	37	-1	
5	1	2	1	1	1	802	1131	112	37	84.106415	—
2	1	3	0	0	0	495	1268	148	76	-1	
3	1	3	1	0	0	495	1268	148	76	-1	
4	1	3	1	1	0	495	1268	148	76	-1	
5	1	3	1	1	1	495	1332	9	12	0.000000	;
2	1	4	0	0	0	261	1578	563	74	-1	
3	1	4	1	0	0	261	1578	563	74	-1	
4	1	4	1	1	0	261	1578	563	74	-1	
5	1	4	1	1	1	261	1602	69	31	96.445961	out
5	1	4	1	1	2	343	1600	70	33	96.644753	But
5	1	4	1	1	3	425	1598	154	44	96.637199	making
5	1	4	1	1	4	591	1600	86	33	88.914307	that
5	1	4	1	1	5	704	1578	120	74	53.984985	iF
