level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	607	963	66	15	-1	
3	1	1	1	0	0	607	963	66	15	-1	
4	1	1	1	1	0	607	963	66	15	-1	
5	1	1	1	1	1	607	963	66	15	0.000000	<=,
2	1	2	0	0	0	468	1278	38	41	-1	
3	1	2	1	0	0	468	1278	38	41	-1	
4	1	2	1	1	0	468	1278	38	41	-1	
5	1	2	1	1	1	468	1278	38	41	36.054314	,
2	1	3	0	0	0	0	1452	276	120	-1	
3	1	3	1	0	0	0	1452	276	120	-1	
4	1	3	1	1	0	0	1452	276	120	-1	
5	1	3	1	1	1	0	1452	276	120	13.325493	———
2	1	4	0	0	0	997	1563	48	41	-1	
3	1	4	1	0	0	997	1563	48	41	-1	
4	1	4	1	1	0	997	1563	48	41	-1	
5	1	4	1	1	1	997	1574	6	30	0.319077	:
5	1	4	1	1	2	1027	1563	18	22	18.345222	%
2	1	5	0	0	0	324	1566	506	106	-1	
3	1	5	1	0	0	324	1566	506	106	-1	
4	1	5	1	1	0	324	1566	506	106	-1	
5	1	5	1	1	1	324	1566	127	67	40.067539	ruck
5	1	5	1	1	2	462	1600	113	33	96.151199	What
5	1	5	1	1	3	587	1600	73	33	74.695053	do!
5	1	5	1	1	4	674	1607	75	35	94.488907	say
5	1	5	1	1	5	819	1608	11	64	65.269501	|
2	1	6	0	0	0	802	1728	36	88	-1	
3	1	6	1	0	0	802	1728	36	88	-1	
4	1	6	1	1	0	802	1728	36	88	-1	
5	1	6	1	1	1	802	1728	36	88	69.610840	i
