level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	960	1144	119	59	-1	
3	1	1	1	0	0	960	1144	119	59	-1	
4	1	1	1	1	0	960	1144	119	59	-1	
5	1	1	1	1	1	960	1144	119	59	78.121315	—
2	1	2	0	0	0	542	1184	301	184	-1	
3	1	2	1	0	0	542	1184	301	184	-1	
4	1	2	1	1	0	542	1184	301	184	-1	
5	1	2	1	1	1	538	1179	55	218	32.197830	5
5	1	2	1	1	2	701	1179	146	218	27.545891	lle
2	1	3	0	0	0	332	1528	20	16	-1	
3	1	3	1	0	0	332	1528	20	16	-1	
4	1	3	1	1	0	332	1528	20	16	-1	
5	1	3	1	1	1	332	1528	20	16	8.831482	Bi
2	1	4	0	0	0	998	1564	47	34	-1	
3	1	4	1	0	0	998	1564	47	34	-1	
4	1	4	1	1	0	998	1564	47	34	-1	
5	1	4	1	1	1	998	1564	47	34	0.000000	i9
2	1	5	0	0	0	263	1600	556	41	-1	
3	1	5	1	0	0	263	1600	556	41	-1	
4	1	5	1	1	0	263	1600	556	41	-1	
5	1	5	1	1	1	263	1600	93	33	96.638252	read
5	1	5	1	1	2	370	1600	136	33	96.462181	record
5	1	5	1	1	3	519	1600	78	33	96.548080	and
5	1	5	1	1	4	610	1607	102	26	96.771545	even
5	1	5	1	1	5	726	1602	93	39	96.698013	post
