level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	853	1118	132	26	-1	
3	1	1	1	0	0	853	1118	132	26	-1	
4	1	1	1	1	0	853	1118	132	26	-1	
5	1	1	1	1	1	853	1118	132	26	0.000000	—
2	1	2	0	0	0	944	1148	120	68	-1	
3	1	2	1	0	0	944	1148	120	68	-1	
4	1	2	1	1	0	944	1148	120	68	-1	
5	1	2	1	1	1	944	1148	11	15	29.498260	-
2	1	3	0	0	0	872	1198	68	66	-1	
3	1	3	1	0	0	872	1198	68	66	-1	
4	1	3	1	1	0	872	1198	68	66	-1	
5	1	3	1	1	1	872	1198	68	66	20.474152	*
2	1	4	0	0	0	936	1278	61	42	-1	
3	1	4	1	0	0	936	1278	61	42	-1	
4	1	4	1	1	0	936	1278	61	42	-1	
5	1	4	1	1	1	936	1278	61	42	0.000000	y
2	1	5	0	0	0	842	1544	18	12	-1	
3	1	5	1	0	0	842	1544	18	12	-1	
4	1	5	1	1	0	842	1544	18	12	-1	
5	1	5	1	1	1	842	1544	18	12	40.933380	7?
2	1	6	0	0	0	217	1578	646	74	-1	
3	1	6	1	0	0	217	1578	646	74	-1	
4	1	6	1	1	0	217	1578	646	74	-1	
5	1	6	1	1	1	217	1578	114	74	96.949425	never
5	1	6	1	1	2	348	1578	118	74	15.002205	fey)
5	1	6	1	1	3	484	1600	61	33	94.869141	the
5	1	6	1	1	4	558	1607	147	34	96.434906	person
5	1	6	1	1	5	719	1598	144	35	96.877747	behind
