level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	468	1184	437	145	-1	
3	1	1	1	0	0	468	1184	437	145	-1	
4	1	1	1	1	0	468	1184	437	145	-1	
5	1	1	1	1	1	468	1242	104	87	6.757370	>
2	1	2	0	0	0	310	1578	455	74	-1	
3	1	2	1	0	0	310	1578	455	74	-1	
4	1	2	1	1	0	310	1578	455	74	-1	
5	1	2	1	1	1	310	1578	50	74	63.940784	it}
5	1	2	1	1	2	367	1602	61	40	96.659203	try
5	1	2	1	1	3	440	1598	114	43	96.652023	proof
5	1	2	1	1	4	565	1598	90	35	96.923027	with
5	1	2	1	1	5	668	1607	97	35	96.839272	your
