level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	953	1145	126	112	-1	
3	1	1	1	0	0	953	1145	126	112	-1	
4	1	1	1	1	0	953	1145	126	112	-1	
5	1	1	1	1	1	953	1145	126	112	25.750015	—
2	1	2	0	0	0	546	1456	140	34	-1	
3	1	2	1	0	0	546	1456	140	34	-1	
4	1	2	1	1	0	546	1456	140	34	-1	
5	1	2	1	1	1	542	1452	36	48	0.000000	@
5	1	2	1	1	2	546	1456	140	34	9.863129	26
2	1	3	0	0	0	253	1554	584	98	-1	
3	1	3	1	0	0	253	1554	584	98	-1	
4	1	3	1	1	0	253	1554	584	98	-1	
5	1	3	1	1	1	253	1598	34	35	96.993629	is
5	1	3	1	1	2	298	1554	132	79	13.487968	=
5	1	3	1	1	3	444	1602	105	31	96.761505	most
5	1	3	1	1	4	562	1598	172	35	96.678185	builders
5	1	3	1	1	5	738	1578	99	74	0.000000	iget|
