level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	121	273	297	50	-1	
3	1	1	1	0	0	121	273	297	50	-1	
4	1	1	1	1	0	121	273	297	50	-1	
5	1	1	1	1	1	121	273	129	50	95.676559	THE
5	1	1	1	1	2	261	273	157	50	96.836067	FEED
2	1	2	0	0	0	123	340	413	51	-1	
3	1	2	1	0	0	123	340	413	51	-1	
4	1	2	1	1	0	123	340	413	51	-1	
5	1	2	1	1	1	123	340	413	51	90.749512	FLATTENSIT.
2	1	3	0	0	0	170	776	708	388	-1	
3	1	3	1	0	0	170	776	708	388	-1	
4	1	3	1	1	0	170	776	708	388	-1	
5	1	3	1	1	1	170	776	708	388	6.656433	a
2	1	4	0	0	0	198	1582	686	66	-1	
3	1	4	1	0	0	198	1582	686	66	-1	
4	1	4	1	1	0	198	1582	686	66	-1	
5	1	4	1	1	1	198	1598	70	34	90.858452	link
5	1	4	1	1	2	292	1582	45	66	11.513916	{
5	1	4	1	1	3	347	1600	234	33	96.555984	someone's
5	1	4	1	1	4	592	1598	95	35	96.723991	feed
5	1	4	1	1	5	702	1600	182	33	96.717499	Because
