level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	457	711	226	109	-1	
3	1	1	1	0	0	457	711	226	109	-1	
4	1	1	1	1	0	457	711	226	109	-1	
5	1	1	1	1	1	457	711	226	109	31.256493	ae.
2	1	2	0	0	0	535	943	70	14	-1	
3	1	2	1	0	0	535	943	70	14	-1	
4	1	2	1	1	0	535	943	70	14	-1	
5	1	2	1	1	1	535	947	23	10	83.906372	-
5	1	2	1	1	2	587	934	18	28	44.314442	<=
2	1	3	0	0	0	932	1145	148	57	-1	
3	1	3	1	0	0	932	1145	148	57	-1	
4	1	3	1	1	0	932	1145	148	57	-1	
5	1	3	1	1	1	932	1145	148	57	38.544769	—
2	1	4	0	0	0	205	1590	76	51	-1	
3	1	4	1	0	0	205	1590	76	51	-1	
4	1	4	1	1	0	205	1590	76	51	-1	
5	1	4	1	1	1	205	1590	76	51	73.280655	ger
2	1	5	0	0	0	284	1583	582	68	-1	
3	1	5	1	0	0	284	1583	582	68	-1	
4	1	5	1	1	0	284	1583	582	68	-1	
5	1	5	1	1	1	284	1583	112	49	27.931694	1uine
5	1	5	1	1	2	391	1583	50	59	82.259117	ly
5	1	5	1	1	3	427	1583	155	68	49.120445	useful
5	1	5	1	1	4	596	1600	142	33	95.032974	launch
5	1	5	1	1	5	751	1598	26	35	94.702156	it
5	1	5	1	1	6	788	1600	78	33	95.722054	and
