level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	93	350	499	88	-1	
3	1	1	1	0	0	93	350	499	88	-1	
4	1	1	1	1	0	93	350	499	88	-1	
5	1	1	1	1	1	93	350	278	88	95.287270	HOW
5	1	1	1	1	2	389	350	203	87	64.822601	DO!
2	1	2	0	0	0	93	459	646	88	-1	
3	1	2	1	0	0	93	459	646	88	-1	
4	1	2	1	1	0	93	459	646	88	-1	
5	1	2	1	1	1	93	459	235	88	94.367752	NOT
5	1	2	1	1	2	345	459	394	87	94.367752	SOUND
2	1	3	0	0	0	93	568	662	87	-1	
3	1	3	1	0	0	93	568	662	87	-1	
4	1	3	1	1	0	93	568	662	87	-1	
5	1	3	1	1	1	93	570	231	85	96.496292	LIKE
5	1	3	1	1	2	342	569	168	85	96.379036	AN
5	1	3	1	1	3	529	568	226	87	96.093330	AD?
2	1	4	0	0	0	277	1578	535	74	-1	
3	1	4	1	0	0	277	1578	535	74	-1	
4	1	4	1	1	0	277	1578	535	74	-1	
5	1	4	1	1	1	277	1600	89	33	96.212639	how
5	1	4	1	1	2	377	1600	74	33	50.932423	do!
5	1	4	1	1	3	464	1598	114	35	27.391052	Ey]
5	1	4	1	1	4	608	1578	204	74	76.601326	sounding
