level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	662	915	81	19	-1	
3	1	1	1	0	0	662	915	81	19	-1	
4	1	1	1	1	0	662	915	81	19	-1	
5	1	1	1	1	1	662	915	81	19	16.288521	~—-,
2	1	2	0	0	0	797	1088	149	47	-1	
3	1	2	1	0	0	797	1088	149	47	-1	
4	1	2	1	1	0	797	1088	149	47	-1	
5	1	2	1	1	1	797	1088	149	47	54.779633	——
2	1	3	0	0	0	408	1392	56	16	-1	
3	1	3	1	0	0	408	1392	56	16	-1	
4	1	3	1	1	0	408	1392	56	16	-1	
5	1	3	1	1	1	408	1392	56	16	4.006226	oT
2	1	4	0	0	0	64	1447	212	78	-1	
3	1	4	1	0	0	64	1447	212	78	-1	
4	1	4	1	1	0	64	1447	212	78	-1	
5	1	4	1	1	1	64	1447	212	78	51.011475	—
2	1	5	0	0	0	381	1514	463	214	-1	
3	1	5	1	0	0	381	1514	463	214	-1	
4	1	5	1	1	0	381	1514	463	214	-1	
5	1	5	1	1	1	381	1544	1	4	14.528305	:
5	1	5	1	1	2	408	1514	103	214	25.449287	re
5	1	5	1	1	3	524	1598	155	44	96.257835	landing
5	1	5	1	1	4	693	1607	105	35	96.182709	page
5	1	5	1	1	5	811	1526	33	107	18.090477	7
