level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	121	273	297	50	-1	
3	1	1	1	0	0	121	273	297	50	-1	
4	1	1	1	1	0	121	273	297	50	-1	
5	1	1	1	1	1	121	273	129	50	95.676559	THE
5	1	1	1	1	2	261	273	157	50	96.836067	FEED
2	1	2	0	0	0	123	340	413	51	-1	
3	1	2	1	0	0	123	340	413	51	-1	
4	1	2	1	1	0	123	340	413	51	-1	
5	1	2	1	1	1	123	340	413	51	91.082649	FLATTENSIT.
2	1	3	0	0	0	235	700	308	48	-1	
3	1	3	1	0	0	235	700	308	48	-1	
4	1	3	1	1	0	235	700	308	48	-1	
5	1	3	1	1	1	235	700	308	48	90.885429	Ausefulidea,
2	1	4	0	0	0	236	751	381	39	-1	
3	1	4	1	0	0	236	751	381	39	-1	
4	1	4	1	1	0	236	751	381	39	-1	
5	1	4	1	1	1	236	753	187	37	37.896126	reduced
5	1	4	1	1	2	432	756	45	34	37.896126	to
5	1	4	1	1	3	486	751	131	39	79.545036	alink.
2	1	5	0	0	0	298	1582	490	66	-1	
3	1	5	1	0	0	298	1582	490	66	-1	
4	1	5	1	1	0	298	1582	490	66	-1	
5	1	5	1	1	1	298	1598	73	35	96.443993	still
5	1	5	1	1	2	385	1600	89	33	94.948082	look
5	1	5	1	1	3	487	1598	71	35	93.123833	like
5	1	5	1	1	4	570	1582	218	66	0.000000	afEyelony
