level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	639	402	38	14	-1	
3	1	1	1	0	0	639	402	38	14	-1	
4	1	1	1	1	0	639	402	38	14	-1	
5	1	1	1	1	1	639	402	38	14	16.623085	—_
2	1	2	0	0	0	698	948	59	14	-1	
3	1	2	1	0	0	698	948	59	14	-1	
4	1	2	1	1	0	698	948	59	14	-1	
5	1	2	1	1	1	698	948	59	14	0.000000	——,
2	1	3	0	0	0	545	1074	107	43	-1	
3	1	3	1	0	0	545	1074	107	43	-1	
4	1	3	1	1	0	545	1074	107	43	-1	
5	1	3	1	1	1	545	1109	49	8	55.554733	-
5	1	3	1	1	2	609	1074	43	40	65.382530	4
2	1	4	0	0	0	596	1334	214	59	-1	
3	1	4	1	0	0	596	1334	214	59	-1	
4	1	4	1	1	0	596	1334	214	59	-1	
5	1	4	1	1	1	596	1334	214	59	0.000000	”
2	1	5	0	0	0	388	1408	36	29	-1	
3	1	5	1	0	0	388	1408	36	29	-1	
4	1	5	1	1	0	388	1408	36	29	-1	
5	1	5	1	1	1	388	1408	36	29	7.518036	x
2	1	6	0	0	0	252	1598	577	43	-1	
3	1	6	1	0	0	252	1598	577	43	-1	
4	1	6	1	1	0	252	1598	577	43	-1	
5	1	6	1	1	1	252	1600	77	33	96.505951	real
5	1	6	1	1	2	343	1600	69	33	80.325073	but
5	1	6	1	1	3	428	1605	101	36	17.890999	\'/el"]s
5	1	6	1	1	4	545	1598	196	35	96.348877	audience
5	1	6	1	1	5	755	1600	74	33	96.951118	has
