level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	626	995	69	17	-1	
3	1	1	1	0	0	626	995	69	17	-1	
4	1	1	1	1	0	626	995	69	17	-1	
5	1	1	1	1	1	626	995	69	17	6.399956	-—_-:
2	1	2	0	0	0	908	1270	31	29	-1	
3	1	2	1	0	0	908	1270	31	29	-1	
4	1	2	1	1	0	908	1270	31	29	-1	
5	1	2	1	1	1	908	1270	31	29	63.989979	if
2	1	3	0	0	0	554	1494	166	54	-1	
3	1	3	1	0	0	554	1494	166	54	-1	
4	1	3	1	1	0	554	1494	166	54	-1	
5	1	3	1	1	1	554	1494	166	54	34.026352	dl
2	1	4	0	0	0	313	1552	447	100	-1	
3	1	4	1	0	0	313	1552	447	143	-1	
4	1	4	1	1	0	313	1552	447	100	-1	
5	1	4	1	1	1	313	1578	81	74	19.728424	So]
5	1	4	1	1	2	400	1598	28	34	96.953300	if
5	1	4	1	1	3	438	1552	98	90	6.532402	sur
5	1	4	1	1	4	548	1600	166	41	86.633560	product
5	1	4	1	1	5	727	1598	33	35	86.633560	is
