level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	123	263	547	51	-1	
3	1	1	1	0	0	123	263	547	51	-1	
4	1	1	1	1	0	123	263	547	51	-1	
5	1	1	1	1	1	123	263	313	51	96.235153	POLISHED
5	1	1	1	1	2	445	263	225	51	96.284912	WORK.
2	1	2	0	0	0	296	689	313	49	-1	
3	1	2	1	0	0	296	689	313	49	-1	
4	1	2	1	1	0	296	689	313	49	-1	
5	1	2	1	1	1	296	690	191	39	91.086617	Auseful
5	1	2	1	1	2	498	689	111	49	91.672615	idea,
2	1	3	0	0	0	297	740	387	41	-1	
3	1	3	1	0	0	297	740	387	41	-1	
4	1	3	1	1	0	297	740	387	41	-1	
5	1	3	1	1	1	297	743	190	38	63.230671	reduced
5	1	3	1	1	2	496	746	46	34	63.230671	to
5	1	3	1	1	3	551	740	133	39	87.787041	alink.
2	1	4	0	0	0	213	1578	663	74	-1	
3	1	4	1	0	0	213	1578	663	74	-1	
4	1	4	1	1	0	213	1578	663	74	-1	
5	1	4	1	1	1	213	1598	212	44	95.805359	genuinely
5	1	4	1	1	2	437	1598	131	35	95.629066	useful
5	1	4	1	1	3	582	1600	141	33	95.629066	launch
5	1	4	1	1	4	738	1578	138	74	14.674759	yand|
