level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	403	1099	87	15	-1	
3	1	1	1	0	0	403	1099	87	15	-1	
4	1	1	1	1	0	403	1099	87	15	-1	
5	1	1	1	1	1	403	1099	87	15	42.348862	et
2	1	2	0	0	0	765	1128	55	26	-1	
3	1	2	1	0	0	765	1128	55	26	-1	
4	1	2	1	1	0	765	1128	55	26	-1	
5	1	2	1	1	1	765	1128	55	26	20.636322	ee.
2	1	3	0	0	0	0	1171	211	119	-1	
3	1	3	1	0	0	0	1171	211	119	-1	
4	1	3	1	1	0	0	1171	211	119	-1	
5	1	3	1	1	1	0	1171	211	119	37.168804	—
2	1	4	0	0	0	883	1293	22	39	-1	
3	1	4	1	0	0	883	1293	22	39	-1	
4	1	4	1	1	0	883	1293	22	39	-1	
5	1	4	1	1	1	883	1293	22	39	32.966599	te
2	1	5	0	0	0	253	1548	576	104	-1	
3	1	5	1	0	0	253	1548	576	104	-1	
4	1	5	1	1	0	253	1548	576	104	-1	
5	1	5	1	1	1	253	1598	34	35	97.018974	is
5	1	5	1	1	2	298	1548	132	85	17.544518	Tiere
5	1	5	1	1	3	434	1578	136	74	0.000000	lmost|
5	1	5	1	1	4	576	1598	172	35	96.658844	builders
5	1	5	1	1	5	760	1602	69	40	96.609436	get
