level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	90	520	572	95	-1	
3	1	1	1	0	0	90	520	572	95	-1	
4	1	1	1	1	0	90	520	572	95	-1	
5	1	1	1	1	1	90	521	379	94	93.823860	WHAT
5	1	1	1	1	2	489	520	173	94	93.823860	DO
2	1	2	0	0	0	93	636	360	96	-1	
3	1	2	1	0	0	93	636	360	96	-1	
4	1	2	1	1	0	93	636	360	96	-1	
5	1	2	1	1	1	93	636	360	96	85.937210	ISAY?
2	1	3	0	0	0	326	1582	429	66	-1	
3	1	3	1	0	0	326	1582	429	66	-1	
4	1	3	1	1	0	326	1582	429	66	-1	
5	1	3	1	1	1	326	1600	118	33	96.350021	stuck
5	1	3	1	1	2	455	1600	113	33	96.309258	What
5	1	3	1	1	3	580	1600	52	33	96.464806	do
5	1	3	1	1	4	642	1582	28	66	95.763969	0
5	1	3	1	1	5	681	1607	74	34	95.847618	say
