level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	0	0	1080	612	-1	
3	1	1	1	0	0	0	0	1080	612	-1	
4	1	1	1	1	0	0	0	1080	612	-1	
5	1	1	1	1	1	0	0	1080	612	23.750114	,*
2	1	2	0	0	0	748	784	10	7	-1	
3	1	2	1	0	0	748	784	10	7	-1	
4	1	2	1	1	0	748	784	10	7	-1	
5	1	2	1	1	1	748	784	10	7	26.656166	7
2	1	3	0	0	0	611	928	63	14	-1	
3	1	3	1	0	0	611	928	63	14	-1	
4	1	3	1	1	0	611	928	63	14	-1	
5	1	3	1	1	1	611	922	29	26	43.634151	-_
5	1	3	1	1	2	654	928	20	13	31.809509	@
2	1	4	0	0	0	608	1013	469	190	-1	
3	1	4	1	0	0	608	1013	472	190	-1	
4	1	4	1	1	0	608	1013	469	190	-1	
5	1	4	1	1	1	608	1013	469	190	28.590919	=.
2	1	5	0	0	0	205	1579	661	73	-1	
3	1	5	1	0	0	205	1579	661	73	-1	
4	1	5	1	1	0	205	1579	661	73	-1	
5	1	5	1	1	1	205	1590	166	57	0.000000	igenuin:
5	1	5	1	1	2	378	1579	204	73	37.980400	‘useful
5	1	5	1	1	3	596	1600	142	33	95.898941	launch
5	1	5	1	1	4	751	1598	26	35	96.560646	it
5	1	5	1	1	5	788	1600	78	33	96.315361	and
