level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	571	979	357	275	-1	
3	1	1	1	0	0	571	979	357	275	-1	
4	1	1	1	1	0	571	979	357	275	-1	
5	1	1	1	1	1	571	979	357	275	84.227066	A-
2	1	2	0	0	0	566	1350	162	46	-1	
3	1	2	1	0	0	566	1350	162	46	-1	
4	1	2	1	1	0	566	1350	162	46	-1	
5	1	2	1	1	1	566	1350	162	46	0.000000	———_—
2	1	3	0	0	0	592	1453	143	30	-1	
3	1	3	1	0	0	592	1453	143	30	-1	
4	1	3	1	1	0	592	1453	143	30	-1	
5	1	3	1	1	1	592	1453	143	30	24.815277	Ce
2	1	4	0	0	0	811	1512	42	65	-1	
3	1	4	1	0	0	811	1512	42	65	-1	
4	1	4	1	1	0	811	1512	42	65	-1	
5	1	4	1	1	1	811	1512	42	65	68.956291	4
2	1	5	0	0	0	317	1520	448	199	-1	
3	1	5	1	0	0	317	1520	448	199	-1	
4	1	5	1	1	0	317	1520	448	199	-1	
5	1	5	1	1	1	317	1598	26	35	96.952797	it
5	1	5	1	1	2	353	1520	203	199	2.512199	Bo
5	1	5	1	1	3	565	1598	90	35	96.141228	with
5	1	5	1	1	4	668	1607	97	35	96.573959	your
