level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	646	966	60	15	-1	
3	1	1	1	0	0	646	966	60	15	-1	
4	1	1	1	1	0	646	966	60	15	-1	
5	1	1	1	1	1	646	966	60	15	16.593994	-—-
2	1	2	0	0	0	798	1143	280	59	-1	
3	1	2	1	0	0	798	1143	280	59	-1	
4	1	2	1	1	0	798	1143	280	59	-1	
5	1	2	1	1	1	798	1143	280	59	0.000000	ds
2	1	3	0	0	0	364	1222	38	28	-1	
3	1	3	1	0	0	364	1222	38	28	-1	
4	1	3	1	1	0	364	1222	38	28	-1	
5	1	3	1	1	1	364	1222	38	28	7.465202	zm
2	1	4	0	0	0	566	1338	180	68	-1	
3	1	4	1	0	0	566	1338	180	68	-1	
4	1	4	1	1	0	566	1338	180	68	-1	
5	1	4	1	1	1	566	1338	180	68	0.000000	pe
5	1	4	1	1	2	704	1321	46	90	92.066658	J
2	1	5	0	0	0	202	1499	53	4	-1	
3	1	5	1	0	0	202	1499	53	4	-1	
4	1	5	1	1	0	202	1499	53	4	-1	
5	1	5	1	1	1	202	1499	53	4	44.753426	——
2	1	6	0	0	0	330	1490	14	14	-1	
3	1	6	1	0	0	330	1490	14	14	-1	
4	1	6	1	1	0	330	1490	14	14	-1	
5	1	6	1	1	1	330	1490	14	14	66.588058	a
2	1	7	0	0	0	997	1564	47	38	-1	
3	1	7	1	0	0	997	1564	47	38	-1	
4	1	7	1	1	0	997	1564	47	38	-1	
5	1	7	1	1	1	997	1564	47	38	36.974731	i
2	1	8	0	0	0	253	1540	576	112	-1	
3	1	8	1	0	0	253	1516	576	136	-1	
4	1	8	1	1	0	253	1540	576	112	-1	
5	1	8	1	1	1	253	1598	34	35	97.018646	is
5	1	8	1	1	2	294	1540	155	112	11.164597	Tee
5	1	8	1	1	3	458	1602	105	31	95.796349	most
5	1	8	1	1	4	576	1598	172	35	96.495651	builders
5	1	8	1	1	5	760	1602	69	40	96.138451	get
