level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	915	1109	29	11	-1	
3	1	1	1	0	0	915	1109	29	11	-1	
4	1	1	1	1	0	915	1109	29	11	-1	
5	1	1	1	1	1	915	1109	29	11	9.677231	a
2	1	2	0	0	0	952	1276	22	18	-1	
3	1	2	1	0	0	952	1276	22	18	-1	
4	1	2	1	1	0	952	1276	22	18	-1	
5	1	2	1	1	1	952	1276	22	18	66.608093	a
2	1	3	0	0	0	919	1354	31	47	-1	
3	1	3	1	0	0	919	1354	31	47	-1	
4	1	3	1	1	0	919	1354	31	47	-1	
5	1	3	1	1	1	919	1354	31	47	18.425026	a
2	1	4	0	0	0	104	1499	55	3	-1	
3	1	4	1	0	0	104	1499	55	3	-1	
4	1	4	1	1	0	104	1499	55	3	-1	
5	1	4	1	1	1	104	1499	55	3	18.765503	-
2	1	5	0	0	0	244	1598	593	44	-1	
3	1	5	1	0	0	244	1598	593	44	-1	
4	1	5	1	1	0	244	1598	593	44	-1	
5	1	5	1	1	1	244	1598	153	35	91.278763	Hottick
5	1	5	1	1	2	407	1607	97	35	96.782120	your
5	1	5	1	1	3	517	1598	155	44	96.047218	landing
5	1	5	1	1	4	686	1607	105	35	96.788704	page
5	1	5	1	1	5	804	1598	33	35	96.034279	is
