level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	0	0	1080	612	-1	
3	1	1	1	0	0	0	0	1080	612	-1	
4	1	1	1	1	0	0	0	1080	612	-1	
5	1	1	1	1	1	0	0	1080	612	7.884796	“=
2	1	2	0	0	0	669	1030	411	173	-1	
3	1	2	1	0	0	669	1030	411	173	-1	
4	1	2	1	1	0	669	1030	411	173	-1	
5	1	2	1	1	1	669	1030	411	173	21.178291	A.
2	1	3	0	0	0	376	1598	202	35	-1	
3	1	3	1	0	0	376	1598	202	35	-1	
4	1	3	1	1	0	376	1598	202	35	-1	
5	1	3	1	1	1	376	1598	115	35	88.195099	itand
5	1	3	1	1	2	504	1600	74	33	79.600883	dol
