level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	641	943	81	17	-1	
3	1	1	1	0	0	641	943	81	17	-1	
4	1	1	1	1	0	641	943	81	17	-1	
5	1	1	1	1	1	641	943	81	17	16.818024	-_—o
2	1	2	0	0	0	803	1114	148	19	-1	
3	1	2	1	0	0	803	1114	148	19	-1	
4	1	2	1	1	0	803	1114	148	19	-1	
5	1	2	1	1	1	803	1114	148	19	9.479134	eel
2	1	3	0	0	0	892	1218	47	30	-1	
3	1	3	1	0	0	892	1218	47	30	-1	
4	1	3	1	1	0	892	1218	47	30	-1	
5	1	3	1	1	1	892	1218	47	30	35.354034	ed
2	1	4	0	0	0	131	1447	145	85	-1	
3	1	4	1	0	0	131	1447	145	85	-1	
4	1	4	1	1	0	131	1447	145	85	-1	
5	1	4	1	1	1	131	1447	145	85	45.201588	_
2	1	5	0	0	0	318	1566	442	86	-1	
3	1	5	1	0	0	318	1566	442	86	-1	
4	1	5	1	1	0	318	1566	442	86	-1	
5	1	5	1	1	1	318	1566	98	76	1.554985	Daur
5	1	5	1	1	2	426	1598	93	35	96.488518	face
5	1	5	1	1	3	524	1578	62	74	13.596786	is]
5	1	5	1	1	4	592	1600	79	33	96.500175	You
5	1	5	1	1	5	684	1607	76	26	96.500175	can
