level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	92	190	443	28	-1	
3	1	1	1	0	0	92	190	443	28	-1	
4	1	1	1	1	0	92	190	443	28	-1	
5	1	1	1	1	1	92	190	69	22	96.925262	ONE
5	1	1	1	1	2	180	190	101	28	95.665009	PATH,
5	1	1	1	1	3	301	190	92	22	95.665009	FOUR
5	1	1	1	1	4	411	190	124	22	96.403450	MOVES
2	1	2	0	0	0	88	248	522	54	-1	
3	1	2	1	0	0	88	248	522	54	-1	
4	1	2	1	1	0	88	248	522	54	-1	
5	1	2	1	1	1	88	248	290	54	96.402550	SHIPPED
5	1	2	1	1	2	389	248	221	54	96.083290	WORK
2	1	3	0	0	0	89	319	703	54	-1	
3	1	3	1	0	0	89	319	703	54	-1	
4	1	3	1	1	0	89	319	703	54	-1	
5	1	3	1	1	1	89	319	339	54	95.308868	BECOMES
5	1	3	1	1	2	439	319	137	53	92.237053	THE
5	1	3	1	1	3	589	319	203	54	92.237053	POST.
2	1	4	0	0	0	313	1578	458	74	-1	
3	1	4	1	0	0	313	1578	458	74	-1	
4	1	4	1	1	0	313	1578	458	74	-1	
5	1	4	1	1	1	313	1600	106	33	96.961624	what
5	1	4	1	1	2	432	1598	113	43	94.397614	proof
5	1	4	1	1	3	557	1598	33	35	94.397614	is
5	1	4	1	1	4	602	1598	61	35	96.057854	for
5	1	4	1	1	5	684	1578	87	74	20.650085	(ye)
