level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	577	394	45	15	-1	
3	1	1	1	0	0	577	394	45	15	-1	
4	1	1	1	1	0	577	394	45	15	-1	
5	1	1	1	1	1	577	394	45	15	20.669495	Sel
2	1	2	0	0	0	366	1376	61	16	-1	
3	1	2	1	0	0	366	1376	61	16	-1	
4	1	2	1	1	0	366	1376	61	16	-1	
5	1	2	1	1	1	366	1376	22	14	36.467056	_—
5	1	2	1	1	2	416	1384	11	8	0.203331	*
2	1	3	0	0	0	495	1268	183	124	-1	
3	1	3	1	0	0	495	1268	183	124	-1	
4	1	3	1	1	0	495	1268	183	124	-1	
5	1	3	1	1	1	495	1268	183	124	0.000000	s
2	1	4	0	0	0	606	1438	34	15	-1	
3	1	4	1	0	0	606	1438	34	15	-1	
4	1	4	1	1	0	606	1438	34	15	-1	
5	1	4	1	1	1	606	1438	34	15	35.683990	os
2	1	5	0	0	0	317	1504	539	144	-1	
3	1	5	1	0	0	317	1504	540	144	-1	
4	1	5	1	1	0	317	1504	539	144	-1	
5	1	5	1	1	1	317	1598	26	35	96.959076	it
5	1	5	1	1	2	353	1544	59	98	64.493439	a
5	1	5	1	1	3	426	1541	114	100	20.145676	ee
5	1	5	1	1	4	551	1594	90	54	96.236847	with
5	1	5	1	1	5	809	1504	47	140	17.161774	|
2	1	6	0	0	0	214	1781	15	17	-1	
3	1	6	1	0	0	214	1781	15	17	-1	
4	1	6	1	1	0	214	1781	15	17	-1	
5	1	6	1	1	1	210	1773	5	29	12.689522	F
