level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	89	673	71	66	-1	
3	1	1	1	0	0	89	673	71	66	-1	
4	1	1	1	1	0	89	673	71	66	-1	
5	1	1	1	1	1	89	673	71	66	19.119507	K
2	1	2	0	0	0	681	939	58	15	-1	
3	1	2	1	0	0	681	939	58	15	-1	
4	1	2	1	1	0	681	939	58	15	-1	
5	1	2	1	1	1	681	939	58	15	75.679871	—_
2	1	3	0	0	0	512	1070	122	43	-1	
3	1	3	1	0	0	512	1070	122	43	-1	
4	1	3	1	1	0	512	1070	122	43	-1	
5	1	3	1	1	1	512	1070	122	43	11.374290	4
2	1	4	0	0	0	360	1203	68	27	-1	
3	1	4	1	0	0	360	1203	68	27	-1	
4	1	4	1	1	0	360	1203	68	27	-1	
5	1	4	1	1	1	360	1203	68	27	0.000000	ao
2	1	5	0	0	0	588	1206	308	190	-1	
3	1	5	1	0	0	588	1206	308	190	-1	
4	1	5	1	1	0	588	1206	308	190	-1	
5	1	5	1	1	1	588	1206	308	190	20.116013	be
2	1	6	0	0	0	632	1456	46	13	-1	
3	1	6	1	0	0	632	1456	46	13	-1	
4	1	6	1	1	0	632	1456	46	13	-1	
5	1	6	1	1	1	632	1456	16	13	43.596554	7
5	1	6	1	1	2	662	1460	16	9	22.518402	>
2	1	7	0	0	0	254	1578	571	74	-1	
3	1	7	1	0	0	254	1578	571	74	-1	
4	1	7	1	1	0	254	1578	571	74	-1	
5	1	7	1	1	1	254	1600	95	42	96.542427	they
5	1	7	1	1	2	360	1607	67	26	96.775650	are
5	1	7	1	1	3	439	1598	140	44	96.421280	asking
5	1	7	1	1	4	584	1578	118	74	72.975250	lwho|
5	1	7	1	1	5	709	1600	116	33	96.791962	made
