level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	758	1207	150	136	-1	
3	1	1	1	0	0	758	1207	150	136	-1	
4	1	1	1	1	0	758	1207	150	136	-1	
5	1	1	1	1	1	758	1207	150	136	0.000000	x.
2	1	2	0	0	0	888	1360	32	42	-1	
3	1	2	1	0	0	888	1360	32	42	-1	
4	1	2	1	1	0	888	1360	32	42	-1	
5	1	2	1	1	1	888	1360	32	42	44.652100	a
2	1	3	0	0	0	400	1472	22	22	-1	
3	1	3	1	0	0	400	1472	22	22	-1	
4	1	3	1	1	0	400	1472	22	22	-1	
5	1	3	1	1	1	400	1472	22	22	18.645935	a
2	1	4	0	0	0	251	1545	576	107	-1	
3	1	4	1	0	0	251	1545	607	129	-1	
4	1	4	1	1	0	251	1545	576	107	-1	
5	1	4	1	1	1	251	1600	69	33	96.777954	the
5	1	4	1	1	2	332	1545	106	88	46.233788	Bork
5	1	4	1	1	3	450	1607	77	35	96.707298	you
5	1	4	1	1	4	531	1578	111	74	42.137703	(END
5	1	4	1	1	5	668	1600	159	42	54.924606	alreaay
