level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	639	954	74	16	-1	
3	1	1	1	0	0	639	954	74	16	-1	
4	1	1	1	1	0	639	954	74	16	-1	
5	1	1	1	1	1	639	954	74	16	0.000000	-—™
2	1	2	0	0	0	844	1207	99	41	-1	
3	1	2	1	0	0	844	1207	99	41	-1	
4	1	2	1	1	0	844	1207	99	41	-1	
5	1	2	1	1	1	844	1207	99	41	10.164124	a?
2	1	3	0	0	0	275	1256	28	9	-1	
3	1	3	1	0	0	275	1256	28	9	-1	
4	1	3	1	1	0	275	1256	28	9	-1	
5	1	3	1	1	1	275	1256	28	9	51.358749	a
2	1	4	0	0	0	554	1348	70	34	-1	
3	1	4	1	0	0	554	1348	70	34	-1	
4	1	4	1	1	0	554	1348	70	34	-1	
5	1	4	1	1	1	554	1348	70	34	14.320511	_
2	1	5	0	0	0	730	1342	75	50	-1	
3	1	5	1	0	0	730	1342	75	50	-1	
4	1	5	1	1	0	730	1342	75	50	-1	
5	1	5	1	1	1	730	1342	75	50	68.472542	=
2	1	6	0	0	0	152	1498	106	6	-1	
3	1	6	1	0	0	152	1498	106	6	-1	
4	1	6	1	1	0	152	1498	106	6	-1	
5	1	6	1	1	1	152	1498	106	6	13.608078	-
2	1	7	0	0	0	318	1596	442	46	-1	
3	1	7	1	0	0	318	1596	442	46	-1	
4	1	7	1	1	0	318	1596	442	46	-1	
5	1	7	1	1	1	318	1596	262	46	0.000000	yourjéle-jis
5	1	7	1	1	2	592	1600	79	33	94.635910	You
5	1	7	1	1	3	684	1607	76	26	94.635910	can
