level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	614	947	81	17	-1	
3	1	1	1	0	0	614	947	81	17	-1	
4	1	1	1	1	0	614	947	81	17	-1	
5	1	1	1	1	1	614	947	81	17	24.375732	a.
2	1	2	0	0	0	916	1183	69	21	-1	
3	1	2	1	0	0	916	1183	69	21	-1	
4	1	2	1	1	0	916	1183	69	21	-1	
5	1	2	1	1	1	916	1191	20	9	0.000000	-
5	1	2	1	1	2	971	1183	14	21	0.332794	¢
2	1	3	0	0	0	894	1264	40	20	-1	
3	1	3	1	0	0	894	1264	40	20	-1	
4	1	3	1	1	0	894	1264	40	20	-1	
5	1	3	1	1	1	894	1264	40	20	14.386948	a9
2	1	4	0	0	0	904	1328	29	18	-1	
3	1	4	1	0	0	904	1328	29	18	-1	
4	1	4	1	1	0	904	1328	29	18	-1	
5	1	4	1	1	1	904	1328	29	18	0.000000	y?
2	1	5	0	0	0	259	1538	593	114	-1	
3	1	5	1	0	0	259	1538	593	114	-1	
4	1	5	1	1	0	259	1538	593	114	-1	
5	1	5	1	1	1	259	1598	121	44	96.694527	might
5	1	5	1	1	2	391	1600	160	42	96.417580	already
5	1	5	1	1	3	564	1600	50	33	96.768158	be
5	1	5	1	1	4	628	1598	129	44	95.868523	hiding
5	1	5	1	1	5	764	1538	61	114	54.996380	in
5	1	5	1	1	6	847	1552	5	20	48.270153	)
2	1	6	0	0	0	823	1659	41	124	-1	
3	1	6	1	0	0	823	1659	41	124	-1	
4	1	6	1	1	0	823	1659	41	124	-1	
5	1	6	1	1	1	823	1659	41	124	43.243477	j
