level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	641	922	82	20	-1	
3	1	1	1	0	0	641	922	82	20	-1	
4	1	1	1	1	0	641	922	82	20	-1	
5	1	1	1	1	1	641	922	82	20	20.446358	=
2	1	2	0	0	0	539	1048	58	38	-1	
3	1	2	1	0	0	539	1048	58	38	-1	
4	1	2	1	1	0	539	1048	58	38	-1	
5	1	2	1	1	1	539	1048	58	38	0.000000	a
2	1	3	0	0	0	407	1086	113	18	-1	
3	1	3	1	0	0	407	1086	113	18	-1	
4	1	3	1	1	0	407	1086	113	18	-1	
5	1	3	1	1	1	403	1082	34	29	29.219330	ag,
5	1	3	1	1	2	473	1097	47	7	26.117371	ne
2	1	4	0	0	0	96	1232	40	9	-1	
3	1	4	1	0	0	96	1232	40	9	-1	
4	1	4	1	1	0	96	1232	40	9	-1	
5	1	4	1	1	1	96	1232	40	9	72.032616	=
2	1	5	0	0	0	862	1352	60	36	-1	
3	1	5	1	0	0	862	1352	60	36	-1	
4	1	5	1	1	0	862	1352	60	36	-1	
5	1	5	1	1	1	862	1352	60	36	56.386562	ig
2	1	6	0	0	0	339	1414	11	40	-1	
3	1	6	1	0	0	339	1414	11	40	-1	
4	1	6	1	1	0	339	1414	11	40	-1	
5	1	6	1	1	1	339	1414	11	40	65.672050	\
2	1	7	0	0	0	252	1552	577	90	-1	
3	1	7	1	0	0	252	1552	609	128	-1	
4	1	7	1	1	0	252	1552	577	90	-1	
5	1	7	1	1	1	252	1552	136	90	40.911957	aan
5	1	7	1	1	2	401	1607	95	34	96.814087	repo
5	1	7	1	1	3	631	1602	93	31	96.168739	next
5	1	7	1	1	4	736	1602	93	39	96.168739	post
