level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	92	190	443	28	-1	
3	1	1	1	0	0	92	190	443	28	-1	
4	1	1	1	1	0	92	190	443	28	-1	
5	1	1	1	1	1	92	190	69	22	96.935806	ONE
5	1	1	1	1	2	180	190	101	28	96.043213	PATH,
5	1	1	1	1	3	301	190	92	22	95.076866	FOUR
5	1	1	1	1	4	411	190	124	22	96.417709	MOVES
2	1	2	0	0	0	88	248	522	54	-1	
3	1	2	1	0	0	88	248	522	54	-1	
4	1	2	1	1	0	88	248	522	54	-1	
5	1	2	1	1	1	88	248	290	54	96.264694	SHIPPED
5	1	2	1	1	2	389	248	221	54	96.384430	WORK
2	1	3	0	0	0	89	319	686	54	-1	
3	1	3	1	0	0	89	319	686	54	-1	
4	1	3	1	1	0	89	319	686	54	-1	
5	1	3	1	1	1	89	319	339	54	96.455101	BECOMES
5	1	3	1	1	2	439	319	137	53	95.804741	THE
5	1	3	1	1	3	589	319	186	54	96.788116	POST
2	1	4	0	0	0	295	512	39	22	-1	
3	1	4	1	0	0	295	512	39	22	-1	
4	1	4	1	1	0	295	512	39	22	-1	
5	1	4	1	1	1	295	512	39	22	62.053146	o2
2	1	5	0	0	0	292	784	207	22	-1	
3	1	5	1	0	0	292	784	207	22	-1	
4	1	5	1	1	0	292	784	207	22	-1	
5	1	5	1	1	1	292	784	104	22	95.801422	VIDEO
5	1	5	1	1	2	407	784	92	22	95.801422	BRIEF
2	1	6	0	0	0	155	841	269	24	-1	
3	1	6	1	0	0	155	841	269	24	-1	
4	1	6	1	1	0	155	841	269	24	-1	
5	1	6	1	1	1	155	841	269	24	37.857208	——
5	1	6	1	1	2	413	825	13	47	72.100647	|
2	1	7	0	0	0	362	1578	366	74	-1	
3	1	7	1	0	0	362	1578	366	74	-1	
4	1	7	1	1	0	362	1578	366	74	-1	
5	1	7	1	1	1	362	1600	157	41	95.846405	already
5	1	7	1	1	2	543	1578	185	74	44.947159	Bae)
