level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	620	953	62	16	-1	
3	1	1	1	0	0	620	953	62	16	-1	
4	1	1	1	1	0	620	953	62	16	-1	
5	1	1	1	1	1	620	953	62	16	0.000000	—
2	1	2	0	0	0	806	1216	47	65	-1	
3	1	2	1	0	0	806	1216	47	65	-1	
4	1	2	1	1	0	806	1216	47	65	-1	
5	1	2	1	1	1	806	1216	47	65	31.364792	bs
2	1	3	0	0	0	548	1326	217	52	-1	
3	1	3	1	0	0	548	1326	217	52	-1	
4	1	3	1	1	0	548	1326	217	52	-1	
5	1	3	1	1	1	548	1326	217	52	61.454334	ii,
2	1	4	0	0	0	209	1500	50	4	-1	
3	1	4	1	0	0	209	1500	50	4	-1	
4	1	4	1	1	0	209	1500	50	4	-1	
5	1	4	1	1	1	209	1500	50	4	71.794212	—
2	1	5	0	0	0	997	1563	48	34	-1	
3	1	5	1	0	0	997	1563	48	34	-1	
4	1	5	1	1	0	997	1563	48	34	-1	
5	1	5	1	1	1	997	1563	48	34	14.950340	i74
2	1	6	0	0	0	256	1597	566	45	-1	
3	1	6	1	0	0	256	1597	566	45	-1	
4	1	6	1	1	0	256	1597	566	45	-1	
5	1	6	1	1	1	256	1598	100	35	96.153091	brief
5	1	6	1	1	2	366	1600	85	33	96.588829	that
5	1	6	1	1	3	461	1607	78	35	93.298294	you
5	1	6	1	1	4	552	1597	270	44	5.295479	canEIaveliy
