level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	641	955	64	14	-1	
3	1	1	1	0	0	641	955	64	14	-1	
4	1	1	1	1	0	641	955	64	14	-1	
5	1	1	1	1	1	641	960	16	9	80.071609	-
5	1	1	1	1	2	687	950	22	24	28.293396	=>
2	1	2	0	0	0	638	1043	426	159	-1	
3	1	2	1	0	0	638	1043	426	159	-1	
4	1	2	1	1	0	638	1043	426	159	-1	
5	1	2	1	1	1	638	1043	426	159	6.832581	A-:
2	1	3	0	0	0	1072	1181	8	15	-1	
3	1	3	1	0	0	1072	1181	8	15	-1	
4	1	3	1	1	0	1072	1181	8	15	-1	
5	1	3	1	1	1	1072	1181	8	15	6.074905	’
2	1	4	0	0	0	310	1587	459	60	-1	
3	1	4	1	0	0	310	1587	459	60	-1	
4	1	4	1	1	0	310	1587	459	60	-1	
5	1	4	1	1	1	310	1600	108	33	96.282646	them
5	1	4	1	1	2	432	1600	160	42	96.686089	enough
5	1	4	1	1	3	604	1602	41	31	91.434586	to
5	1	4	1	1	4	657	1587	76	60	0.000000	[ig¥
5	1	4	1	1	5	743	1598	26	35	96.505135	it
