level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	706	961	51	15	-1	
3	1	1	1	0	0	706	961	51	15	-1	
4	1	1	1	1	0	706	961	51	15	-1	
5	1	1	1	1	1	706	961	51	15	0.000000	-——,
2	1	2	0	0	0	820	1133	243	68	-1	
3	1	2	1	0	0	820	1133	243	68	-1	
4	1	2	1	1	0	820	1133	243	68	-1	
5	1	2	1	1	1	820	1133	243	68	7.011879	™—
5	1	2	1	1	2	1007	1129	55	82	44.293419	4
2	1	3	0	0	0	313	1554	452	98	-1	
3	1	3	1	0	0	313	1554	452	98	-1	
4	1	3	1	1	0	313	1554	452	98	-1	
5	1	3	1	1	1	313	1554	106	79	75.443520	Bhat
5	1	3	1	1	2	431	1598	114	43	96.824669	proof
5	1	3	1	1	3	550	1578	44	74	60.700920	is
5	1	3	1	1	4	599	1578	13	74	60.700920	|
5	1	3	1	1	5	616	1598	61	35	96.170395	for
5	1	3	1	1	6	688	1607	77	35	96.890816	you
2	1	4	0	0	0	0	1681	43	29	-1	
3	1	4	1	0	0	0	1681	43	29	-1	
4	1	4	1	1	0	0	1681	43	29	-1	
5	1	4	1	1	1	0	1681	43	29	67.662140	a
