level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	0	0	1080	612	-1	
3	1	1	1	0	0	0	0	1080	612	-1	
4	1	1	1	1	0	0	0	1080	612	-1	
5	1	1	1	1	1	0	0	406	612	38.560814	,
5	1	1	1	1	2	675	0	405	600	20.385353	=
2	1	2	0	0	0	524	752	232	89	-1	
3	1	2	1	0	0	524	752	232	89	-1	
4	1	2	1	1	0	524	752	232	89	-1	
5	1	2	1	1	1	524	752	232	89	0.891075	ee,
2	1	3	0	0	0	591	973	73	14	-1	
3	1	3	1	0	0	591	973	73	14	-1	
4	1	3	1	1	0	591	973	73	14	-1	
5	1	3	1	1	1	591	973	73	14	0.000000	-——s
2	1	4	0	0	0	994	1144	86	59	-1	
3	1	4	1	0	0	994	1144	86	59	-1	
4	1	4	1	1	0	994	1144	86	59	-1	
5	1	4	1	1	1	994	1144	86	59	26.486504	_
2	1	5	0	0	0	268	1598	544	44	-1	
3	1	5	1	0	0	268	1598	544	44	-1	
4	1	5	1	1	0	268	1598	544	44	-1	
5	1	5	1	1	1	268	1602	70	31	96.569351	out
5	1	5	1	1	2	350	1600	70	33	96.420044	But
5	1	5	1	1	3	432	1598	154	44	96.420044	making
5	1	5	1	1	4	598	1600	86	33	96.671066	that
5	1	5	1	1	5	694	1598	118	35	96.048950	video
