level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	93	350	499	88	-1	
3	1	1	1	0	0	93	350	499	88	-1	
4	1	1	1	1	0	93	350	499	88	-1	
5	1	1	1	1	1	93	350	278	88	95.208130	HOW
5	1	1	1	1	2	389	350	203	87	62.541512	DO!
2	1	2	0	0	0	93	459	646	88	-1	
3	1	2	1	0	0	93	459	646	88	-1	
4	1	2	1	1	0	93	459	646	88	-1	
5	1	2	1	1	1	93	459	235	88	94.287582	NOT
5	1	2	1	1	2	345	459	394	87	94.287582	SOUND
2	1	3	0	0	0	93	568	662	87	-1	
3	1	3	1	0	0	93	568	662	87	-1	
4	1	3	1	1	0	93	568	662	87	-1	
5	1	3	1	1	1	93	570	231	85	96.140625	LIKE
5	1	3	1	1	2	342	569	168	85	96.444794	AN
5	1	3	1	1	3	529	568	226	87	96.384460	AD?
2	1	4	0	0	0	147	1578	778	74	-1	
3	1	4	1	0	0	147	1578	778	74	-1	
4	1	4	1	1	0	147	1578	778	74	-1	
5	1	4	1	1	1	147	1578	87	74	70.702133	like
5	1	4	1	1	2	251	1578	25	74	41.818409	Fa
5	1	4	1	1	3	288	1598	165	44	95.625023	walking
5	1	4	1	1	4	467	1598	311	35	95.625023	advertisement
5	1	4	1	1	5	790	1600	135	33	96.284637	That's
