level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	862	1200	90	64	-1	
3	1	1	1	0	0	862	1200	90	64	-1	
4	1	1	1	1	0	862	1200	90	64	-1	
5	1	1	1	1	1	862	1200	90	64	22.080086	a
2	1	2	0	0	0	0	1451	276	94	-1	
3	1	2	1	0	0	0	1451	276	94	-1	
4	1	2	1	1	0	0	1451	276	94	-1	
5	1	2	1	1	1	0	1451	276	94	39.606850	—
2	1	3	0	0	0	235	1602	68	31	-1	
3	1	3	1	0	0	235	1602	68	31	-1	
4	1	3	1	1	0	235	1602	68	31	-1	
5	1	3	1	1	1	235	1602	68	31	96.707520	not
2	1	4	0	0	0	378	1544	468	98	-1	
3	1	4	1	0	0	378	1544	468	98	-1	
4	1	4	1	1	0	378	1544	468	98	-1	
5	1	4	1	1	1	378	1544	2	4	36.445625	:
5	1	4	1	1	2	407	1602	102	31	96.634193	trust
5	1	4	1	1	3	521	1598	125	44	95.809875	signal
5	1	4	1	1	4	659	1607	187	35	96.707214	anymore
2	1	5	0	0	0	856	1664	28	91	-1	
3	1	5	1	0	0	856	1664	28	91	-1	
4	1	5	1	1	0	856	1664	28	91	-1	
5	1	5	1	1	1	856	1664	28	91	33.834518	{
