level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	574	1079	45	29	-1	
3	1	1	1	0	0	574	1079	45	29	-1	
4	1	1	1	1	0	574	1079	45	29	-1	
5	1	1	1	1	1	574	1079	45	29	16.837143	-
2	1	2	0	0	0	888	1272	81	32	-1	
3	1	2	1	0	0	888	1272	81	32	-1	
4	1	2	1	1	0	888	1272	81	32	-1	
5	1	2	1	1	1	888	1272	81	32	5.382935	_
2	1	3	0	0	0	352	1449	53	23	-1	
3	1	3	1	0	0	352	1449	53	23	-1	
4	1	3	1	1	0	352	1449	53	23	-1	
5	1	3	1	1	1	352	1459	8	13	38.660622	—
2	1	4	0	0	0	448	1524	14	28	-1	
3	1	4	1	0	0	448	1524	14	28	-1	
4	1	4	1	1	0	448	1524	14	28	-1	
5	1	4	1	1	1	448	1524	14	28	80.258804	L
2	1	5	0	0	0	836	1523	22	43	-1	
3	1	5	1	0	0	836	1523	22	43	-1	
4	1	5	1	1	0	836	1523	22	43	-1	
5	1	5	1	1	1	836	1523	22	43	95.859161	4
2	1	6	0	0	0	252	1546	584	106	-1	
3	1	6	1	0	0	252	1546	584	106	-1	
4	1	6	1	1	0	252	1546	584	106	-1	
5	1	6	1	1	1	252	1600	77	33	96.683807	real
5	1	6	1	1	2	343	1546	69	87	17.750183	a
5	1	6	1	1	3	423	1607	97	35	96.784828	your
5	1	6	1	1	4	531	1598	196	35	96.511086	audience
5	1	6	1	1	5	731	1578	105	74	0.000000	has}
