level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	92	190	443	28	-1	
3	1	1	1	0	0	92	190	443	28	-1	
4	1	1	1	1	0	92	190	443	28	-1	
5	1	1	1	1	1	92	190	66	22	96.935806	ONE
5	1	1	1	1	2	180	190	355	28	96.043213	PATH,
5	1	1	1	1	3	309	186	87	38	95.076866	FOUR
5	1	1	1	1	4	417	190	118	28	96.417709	MOVES
2	1	2	0	0	0	88	248	522	54	-1	
3	1	2	1	0	0	88	248	522	54	-1	
4	1	2	1	1	0	88	248	522	54	-1	
5	1	2	1	1	1	88	248	290	54	96.264694	SHIPPED
5	1	2	1	1	2	389	248	221	54	96.384430	WORK
2	1	3	0	0	0	89	319	703	54	-1	
3	1	3	1	0	0	89	319	703	54	-1	
4	1	3	1	1	0	89	319	703	54	-1	
5	1	3	1	1	1	89	319	339	54	96.293938	BECOMES
5	1	3	1	1	2	439	319	137	53	89.413750	THE
5	1	3	1	1	3	589	319	203	54	89.413750	POST.
2	1	4	0	0	0	793	420	41	22	-1	
3	1	4	1	0	0	793	420	41	22	-1	
4	1	4	1	1	0	793	420	41	22	-1	
5	1	4	1	1	1	793	420	41	22	86.972473	04
2	1	5	0	0	0	884	513	48	48	-1	
3	1	5	1	0	0	884	513	48	48	-1	
4	1	5	1	1	0	884	513	48	48	-1	
5	1	5	1	1	1	884	513	48	48	26.014664	fe)
2	1	6	0	0	0	862	577	92	108	-1	
3	1	6	1	0	0	862	577	92	108	-1	
4	1	6	1	1	0	862	577	92	108	-1	
5	1	6	1	1	1	862	577	92	108	58.153763	()
2	1	7	0	0	0	889	714	40	6	-1	
3	1	7	1	0	0	889	714	40	6	-1	
4	1	7	1	1	0	889	714	40	6	-1	
5	1	7	1	1	1	889	714	40	6	68.382103	—
2	1	8	0	0	0	855	795	88	22	-1	
3	1	8	1	0	0	855	795	88	22	-1	
4	1	8	1	1	0	855	795	88	22	-1	
5	1	8	1	1	1	855	795	88	22	95.477257	POST
2	1	9	0	0	0	261	1595	564	46	-1	
3	1	9	1	0	0	261	1595	564	46	-1	
4	1	9	1	1	0	261	1595	564	46	-1	
5	1	9	1	1	1	261	1597	24	34	0.000000	J
5	1	9	1	1	2	290	1595	75	36	0.000000	a(-19
5	1	9	1	1	3	380	1600	85	33	96.421082	that
5	1	9	1	1	4	475	1607	78	34	96.567673	you
5	1	9	1	1	5	567	1607	75	26	94.894592	can
5	1	9	1	1	6	656	1600	169	41	96.468536	actually
