level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	644	916	59	15	-1	
3	1	1	1	0	0	644	916	59	15	-1	
4	1	1	1	1	0	644	916	59	15	-1	
5	1	1	1	1	1	644	916	59	15	33.592354	—-:
2	1	2	0	0	0	827	932	35	21	-1	
3	1	2	1	0	0	827	932	35	21	-1	
4	1	2	1	1	0	827	932	35	21	-1	
5	1	2	1	1	1	827	932	35	21	10.678040	-
2	1	3	0	0	0	947	1145	117	63	-1	
3	1	3	1	0	0	947	1145	117	63	-1	
4	1	3	1	1	0	947	1145	117	63	-1	
5	1	3	1	1	1	947	1145	117	63	80.670212	—
2	1	4	0	0	0	554	1430	134	46	-1	
3	1	4	1	0	0	554	1430	134	46	-1	
4	1	4	1	1	0	554	1430	134	46	-1	
5	1	4	1	1	1	554	1430	134	46	31.394272	a
2	1	5	0	0	0	166	1548	744	144	-1	
3	1	5	1	0	0	152	1548	758	144	-1	
4	1	5	1	1	0	166	1548	744	144	-1	
5	1	5	1	1	1	166	1548	132	144	32.496223	spend
5	1	5	1	1	2	334	1548	156	144	32.496223	TEMS
5	1	5	1	1	3	502	1598	168	44	7.600937	buicing
5	1	5	1	1	4	684	1594	226	53	95.964188	something
