level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	542	1086	80	14	-1	
3	1	1	1	0	0	542	1086	80	14	-1	
4	1	1	1	1	0	542	1086	80	14	-1	
5	1	1	1	1	1	542	1086	80	14	20.270515	oe
2	1	2	0	0	0	836	1088	146	53	-1	
3	1	2	1	0	0	836	1088	146	53	-1	
4	1	2	1	1	0	836	1088	146	53	-1	
5	1	2	1	1	1	836	1088	146	53	3.956902	—_—
2	1	3	0	0	0	936	1200	70	28	-1	
3	1	3	1	0	0	936	1200	70	28	-1	
4	1	3	1	1	0	936	1200	70	28	-1	
5	1	3	1	1	1	936	1200	70	28	30.682770	ae
2	1	4	0	0	0	376	1435	75	50	-1	
3	1	4	1	0	0	376	1435	75	50	-1	
4	1	4	1	1	0	376	1435	75	50	-1	
5	1	4	1	1	1	376	1435	75	50	61.838173	>»
2	1	5	0	0	0	237	1598	153	35	-1	
3	1	5	1	0	0	237	1598	153	35	-1	
4	1	5	1	1	0	237	1598	153	35	-1	
5	1	5	1	1	1	237	1598	153	35	92.941597	Hottick
2	1	6	0	0	0	400	1578	444	112	-1	
3	1	6	1	0	0	400	1578	444	112	-1	
4	1	6	1	1	0	400	1578	444	112	-1	
5	1	6	1	1	1	400	1607	95	83	19.456406	oa
5	1	6	1	1	2	510	1578	163	74	0.000000	Enreit]
5	1	6	1	1	3	697	1578	87	74	87.553955	page
5	1	6	1	1	4	802	1578	42	74	56.222099	its
