level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	92	190	443	22	-1	
3	1	1	1	0	0	92	190	443	22	-1	
4	1	1	1	1	0	92	190	443	22	-1	
5	1	1	1	1	1	92	190	69	22	96.935806	ONE
5	1	1	1	1	2	180	190	88	22	96.043213	PATH,
5	1	1	1	1	3	301	190	92	22	95.076866	FOUR
5	1	1	1	1	4	411	190	124	22	96.417709	MOVES
2	1	2	0	0	0	88	248	522	54	-1	
3	1	2	1	0	0	88	248	522	54	-1	
4	1	2	1	1	0	88	248	522	54	-1	
5	1	2	1	1	1	88	248	290	54	96.264694	SHIPPED
5	1	2	1	1	2	389	248	221	54	96.384430	WORK
2	1	3	0	0	0	89	319	686	54	-1	
3	1	3	1	0	0	89	319	686	54	-1	
4	1	3	1	1	0	89	319	686	54	-1	
5	1	3	1	1	1	89	319	339	54	96.455101	BECOMES
5	1	3	1	1	2	439	319	137	53	95.804741	THE
5	1	3	1	1	3	589	319	186	54	96.788116	POST
2	1	4	0	0	0	319	784	180	22	-1	
3	1	4	1	0	0	319	784	180	22	-1	
4	1	4	1	1	0	319	784	180	22	-1	
5	1	4	1	1	1	319	784	77	22	92.133766	IDEO
5	1	4	1	1	2	407	784	92	22	96.579979	BRIEF
2	1	5	0	0	0	311	1578	457	74	-1	
3	1	5	1	0	0	311	1578	457	74	-1	
4	1	5	1	1	0	311	1578	457	74	-1	
5	1	5	1	1	1	311	1600	78	33	96.392075	and
5	1	5	1	1	2	403	1602	26	31	24.353897	hy
5	1	5	1	1	3	448	1578	112	74	24.353897	turns
5	1	5	1	1	4	577	1578	85	74	25.019234	{uel
5	1	5	1	1	5	674	1607	94	34	95.941162	repo
