level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1080	1920	-1	
2	1	1	0	0	0	687	969	65	15	-1	
3	1	1	1	0	0	687	969	65	15	-1	
4	1	1	1	1	0	687	969	65	15	-1	
5	1	1	1	1	1	687	969	65	15	42.215099	—_:
2	1	2	0	0	0	864	1245	64	47	-1	
3	1	2	1	0	0	864	1245	64	47	-1	
4	1	2	1	1	0	864	1245	64	47	-1	
5	1	2	1	1	1	864	1245	64	47	24.378922	Sy,
2	1	3	0	0	0	217	1520	651	189	-1	
3	1	3	1	0	0	217	1520	651	189	-1	
4	1	3	1	1	0	217	1520	651	189	-1	
5	1	3	1	1	1	217	1607	120	26	96.556602	never
5	1	3	1	1	2	349	1520	95	189	47.844433	=
5	1	3	1	1	3	462	1548	69	85	18.879234	tne
5	1	3	1	1	4	588	1544	280	156	0.000000	Eening
